id
>othe_000000001 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=55118; species_name=Sardinops melanostictus; best_match={'db_elas02_fish_addhuman_clean_uniq': 'AB032554'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 41697}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'species'}; scientific_name=Sardinops melanostictus; match_count={'db_elas02_fish_addhuman_clean_uniq': 1}; rank=species; taxid=41697; species=41697; order_name=Clupeiformes; best_identity={'db_elas02_fish_addhuman_clean_uniq': 1.0}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Sardinops melanostictus'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Sardinops melanostictus']}; genus_name=Sardinops; family_name=Clupeidae; genus=28380; order=32446; 
>othe_000000240 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=30850; species_name=Caesio cuning; best_match={'db_elas02_fish_addhuman_clean_uniq': 'KP874185'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 119694}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'species'}; scientific_name=Caesio cuning; match_count={'db_elas02_fish_addhuman_clean_uniq': 1}; rank=species; taxid=119694; species=119694; order_name=Lutjaniformes; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9705882352941176}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Caesio cuning'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Caesio cuning']}; genus_name=Caesio; family_name=Lutjanidae; genus=119693; order=2024539; 
>othe_000000246 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=None; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'AP012271'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 9347}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'clade'}; scientific_name=Eutheria; match_count={'db_elas02_fish_addhuman_clean_uniq': 285}; rank=clade; taxid=9347; species=None; order_name=None; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.815028901734104}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Eutheria'}; species_list={'db_elas02_fish_addhuman_clean_uniq': []}; genus_name=None; family_name=None; genus=None; order=None; 
>othe_000000247 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=9604; species_name=Pan troglodytes; best_match={'db_elas02_fish_addhuman_clean_uniq': 'AC146433'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 9598}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'species'}; scientific_name=Pan troglodytes; match_count={'db_elas02_fish_addhuman_clean_uniq': 1}; rank=species; taxid=9598; species=9598; order_name=Primates; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.8982035928143712}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Pan troglodytes'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Pan troglodytes']}; genus_name=Pan; family_name=Hominidae; genus=9596; order=9443; 
>othe_000000254 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=8157; species_name=Decapterus maruadsi; best_match={'db_elas02_fish_addhuman_clean_uniq': 'KJ004518'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 58220}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'species'}; scientific_name=Decapterus maruadsi; match_count={'db_elas02_fish_addhuman_clean_uniq': 1}; rank=species; taxid=58220; species=58220; order_name=Carangiformes; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9881656804733728}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Decapterus maruadsi'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Decapterus maruadsi']}; genus_name=Decapterus; family_name=Carangidae; genus=58219; order=1489907; 
>othe_000000270 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=None; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'AP006003'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 7776}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'clade'}; scientific_name=Gnathostomata; match_count={'db_elas02_fish_addhuman_clean_uniq': 14278}; rank=clade; taxid=7776; species=None; order_name=None; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.5775401069518716}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Gnathostomata'}; species_list={'db_elas02_fish_addhuman_clean_uniq': []}; genus_name=None; family_name=None; genus=None; order=None; 
>othe_000000277 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=9005; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'AB086102'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 9072}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'subfamily'}; scientific_name=Phasianinae; match_count={'db_elas02_fish_addhuman_clean_uniq': 1}; rank=subfamily; taxid=9072; species=None; order_name=Galliformes; best_identity={'db_elas02_fish_addhuman_clean_uniq': 1.0}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Phasianinae'}; species_list={'db_elas02_fish_addhuman_clean_uniq': []}; genus_name=None; family_name=Phasianidae; genus=None; order=8976; 
>othe_000000292 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=9604; species_name=Pan troglodytes; best_match={'db_elas02_fish_addhuman_clean_uniq': 'AC146433'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 9598}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'species'}; scientific_name=Pan troglodytes; match_count={'db_elas02_fish_addhuman_clean_uniq': 1}; rank=species; taxid=9598; species=9598; order_name=Primates; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9820359281437125}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Pan troglodytes'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Pan troglodytes']}; genus_name=Pan; family_name=Hominidae; genus=9596; order=9443; 
>othe_000000296 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=9604; species_name=Pan troglodytes; best_match={'db_elas02_fish_addhuman_clean_uniq': 'AC146433'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 9598}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'species'}; scientific_name=Pan troglodytes; match_count={'db_elas02_fish_addhuman_clean_uniq': 1}; rank=species; taxid=9598; species=9598; order_name=Primates; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9760479041916168}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Pan troglodytes'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Pan troglodytes']}; genus_name=Pan; family_name=Hominidae; genus=9596; order=9443; 
>othe_000000301 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=30871; species_name=Pseudanthias squamipinnis; best_match={'db_elas02_fish_addhuman_clean_uniq': 'AP006795'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 270578}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'species'}; scientific_name=Pseudanthias squamipinnis; match_count={'db_elas02_fish_addhuman_clean_uniq': 1}; rank=species; taxid=270578; species=270578; order_name=Perciformes; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.8470588235294118}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Pseudanthias squamipinnis'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Pseudanthias squamipinnis']}; genus_name=Pseudanthias; family_name=Serranidae; genus=270577; order=8111; 
>othe_000000302 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=8247; species_name=Anampses caeruleopunctatus; best_match={'db_elas02_fish_addhuman_clean_uniq': 'AJ810124'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 241263}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'species'}; scientific_name=Anampses caeruleopunctatus; match_count={'db_elas02_fish_addhuman_clean_uniq': 1}; rank=species; taxid=241263; species=241263; order_name=Labriformes; best_identity={'db_elas02_fish_addhuman_clean_uniq': 1.0}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Anampses caeruleopunctatus'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Anampses caeruleopunctatus']}; genus_name=Anampses; family_name=Labridae; genus=241262; order=1489928; 
>othe_000000308 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=9604; species_name=Pongo abelii; best_match={'db_elas02_fish_addhuman_clean_uniq': 'AC206041'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 9601}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'species'}; scientific_name=Pongo abelii; match_count={'db_elas02_fish_addhuman_clean_uniq': 1}; rank=species; taxid=9601; species=9601; order_name=Primates; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9520958083832335}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Pongo abelii'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Pongo abelii']}; genus_name=Pongo; family_name=Hominidae; genus=9599; order=9443; 
>othe_000000326 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=8045; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'AM489716'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 8048}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'genus'}; scientific_name=Gadus; match_count={'db_elas02_fish_addhuman_clean_uniq': 1}; rank=genus; taxid=8048; species=None; order_name=Gadiformes; best_identity={'db_elas02_fish_addhuman_clean_uniq': 1.0}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Gadus'}; species_list={'db_elas02_fish_addhuman_clean_uniq': []}; genus_name=Gadus; family_name=Gadidae; genus=8048; order=8043; 
>othe_000000342 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=9895; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'AB074962'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 27592}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'subfamily'}; scientific_name=Bovinae; match_count={'db_elas02_fish_addhuman_clean_uniq': 1}; rank=subfamily; taxid=27592; species=None; order_name=Artiodactyla; best_identity={'db_elas02_fish_addhuman_clean_uniq': 1.0}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Bovinae'}; species_list={'db_elas02_fish_addhuman_clean_uniq': []}; genus_name=None; family_name=Bovidae; genus=None; order=91561; 
>othe_000000348 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=9681; species_name=Felis catus; best_match={'db_elas02_fish_addhuman_clean_uniq': 'Y08503'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 9685}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'species'}; scientific_name=Felis catus; match_count={'db_elas02_fish_addhuman_clean_uniq': 1}; rank=species; taxid=9685; species=9685; order_name=Carnivora; best_identity={'db_elas02_fish_addhuman_clean_uniq': 1.0}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Felis catus'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Felis catus']}; genus_name=Felis; family_name=Felidae; genus=9682; order=33554; 
>othe_000000358 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=83881; species_name=Apogon semilineatus; best_match={'db_elas02_fish_addhuman_clean_uniq': 'AP005996'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 83883}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'species'}; scientific_name=Apogon semilineatus; match_count={'db_elas02_fish_addhuman_clean_uniq': 1}; rank=species; taxid=83883; species=83883; order_name=Kurtiformes; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9526627218934911}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Apogon semilineatus'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Apogon semilineatus']}; genus_name=Apogon; family_name=Apogonidae; genus=83882; order=1489876; 
">othe_000000379 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=9604; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'KM510341'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 207598}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'subfamily'}; scientific_name=Homininae; match_count={'db_elas02_fish_addhuman_clean_uniq': 2}; rank=subfamily; taxid=207598; species=None; order_name=Primates; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9529411764705882}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Homininae'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Gorilla gorilla', 'Pan paniscus']}; genus_name=None; family_name=Hominidae; genus=None; order=9443; "
>othe_000000387 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=29146; species_name=Naso lopezi; best_match={'db_elas02_fish_addhuman_clean_uniq': 'AP009163'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 238060}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'species'}; scientific_name=Naso lopezi; match_count={'db_elas02_fish_addhuman_clean_uniq': 1}; rank=species; taxid=238060; species=238060; order_name=Acanthuriformes; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9941176470588236}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Naso lopezi'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Naso lopezi']}; genus_name=Naso; family_name=Acanthuridae; genus=75027; order=1489937; 
">othe_000000395 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=30469; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'KF840390'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 30469}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'family'}; scientific_name=Dasyatidae; match_count={'db_elas02_fish_addhuman_clean_uniq': 5}; rank=family; taxid=30469; species=None; order_name=Myliobatiformes; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9337016574585635}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Dasyatidae'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Himantura microphthalma', 'Hemitrygon akajei', 'Pteroplatytrygon violacea', 'Bathytoshia lata']}; genus_name=None; family_name=Dasyatidae; genus=None; order=117851; "
">othe_000000396 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=None; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'LC093396'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 8192}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'infraorder'}; scientific_name=Zoarcales; match_count={'db_elas02_fish_addhuman_clean_uniq': 2}; rank=infraorder; taxid=8192; species=None; order_name=Perciformes; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9464285714285714}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Zoarcales'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Lycodes ygreknotatus', 'Anarrhichthys ocellatus']}; genus_name=None; family_name=None; genus=None; order=8111; "
>othe_000000399 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=29146; species_name=Naso lopezi; best_match={'db_elas02_fish_addhuman_clean_uniq': 'AP009163'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 238060}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'species'}; scientific_name=Naso lopezi; match_count={'db_elas02_fish_addhuman_clean_uniq': 1}; rank=species; taxid=238060; species=238060; order_name=Acanthuriformes; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9766081871345029}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Naso lopezi'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Naso lopezi']}; genus_name=Naso; family_name=Acanthuridae; genus=75027; order=1489937; 
>othe_000000410 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=461499; species_name=Leuresthes tenuis; best_match={'db_elas02_fish_addhuman_clean_uniq': 'MN181432'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 355514}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'species'}; scientific_name=Leuresthes tenuis; match_count={'db_elas02_fish_addhuman_clean_uniq': 1}; rank=species; taxid=355514; species=355514; order_name=Atheriniformes; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9352941176470588}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Leuresthes tenuis'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Leuresthes tenuis']}; genus_name=Leuresthes; family_name=Atherinopsidae; genus=355513; order=8075; 
>othe_000000464 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=9821; species_name=Sus scrofa; best_match={'db_elas02_fish_addhuman_clean_uniq': 'AF034253'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 9823}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'species'}; scientific_name=Sus scrofa; match_count={'db_elas02_fish_addhuman_clean_uniq': 1}; rank=species; taxid=9823; species=9823; order_name=Artiodactyla; best_identity={'db_elas02_fish_addhuman_clean_uniq': 1.0}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Sus scrofa'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Sus scrofa']}; genus_name=Sus; family_name=Suidae; genus=9822; order=91561; 
>othe_000000486 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=30858; species_name=Oplegnathus fasciatus; best_match={'db_elas02_fish_addhuman_clean_uniq': 'AP006010'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 163134}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'species'}; scientific_name=Oplegnathus fasciatus; match_count={'db_elas02_fish_addhuman_clean_uniq': 1}; rank=species; taxid=163134; species=163134; order_name=Centrarchiformes; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9705882352941176}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Oplegnathus fasciatus'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Oplegnathus fasciatus']}; genus_name=Oplegnathus; family_name=Oplegnathidae; genus=163133; order=1489940; 
>othe_000000499 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=8065; species_name=Porichthys myriaster; best_match={'db_elas02_fish_addhuman_clean_uniq': 'AP006739'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 262771}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'species'}; scientific_name=Porichthys myriaster; match_count={'db_elas02_fish_addhuman_clean_uniq': 1}; rank=species; taxid=262771; species=262771; order_name=Batrachoidiformes; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9096385542168675}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Porichthys myriaster'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Porichthys myriaster']}; genus_name=Porichthys; family_name=Batrachoididae; genus=45383; order=8064; 
">othe_000000508 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=9604; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'KM510341'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 207598}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'subfamily'}; scientific_name=Homininae; match_count={'db_elas02_fish_addhuman_clean_uniq': 2}; rank=subfamily; taxid=207598; species=None; order_name=Primates; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9529411764705882}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Homininae'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Gorilla gorilla', 'Pan paniscus']}; genus_name=None; family_name=Hominidae; genus=None; order=9443; "
